201;2019-04-18T09:15:22.550000;-14.8138;-15.54
202;2019-04-18T09:15:29.324000;-14.872;-15.60
203;2019-04-18T09:15:36.012000;-14.9399;-15.69
204;2019-04-18T09:15:42.714000;-14.9981;-15.73
205;2019-04-18T09:15:49.414000;-15.0466;-15.78
206;2019-04-18T09:15:56.111000;-15.1048;-15.85
207;2019-04-18T09:16:02.835000;-15.163;-15.90
208;2019-04-18T09:16:09.585000;-15.2212;-15.96
209;2019-04-18T09:16:16.277000;-15.2891;-16.03
210;2019-04-18T09:16:22.981000;-15.3376;-16.08
211;2019-04-18T09:16:29.669000;-15.3958;-16.14
212;2019-04-18T09:16:36.365000;-15.454;-16.20
213;2019-04-18T09:16:43.059000;-15.5025;-16.26
214;2019-04-18T09:16:49.765000;-15.5704;-16.32
215;2019-04-18T09:16:56.430000;-15.648;-16.40
216;2019-04-18T09:17:03.113000;-15.6868;-16.45
217;2019-04-18T09:17:09.799000;-15.7547;-16.51
218;2019-04-18T09:17:16.488000;-15.8129;-16.57
219;2019-04-18T09:17:23.185000;-15.8711;-16.63
220;2019-04-18T09:17:29.892000;-15.9196;-16.68
221;2019-04-18T09:17:36.578000;-15.9875;-16.75
222;2019-04-18T09:17:43.274000;-16.0263;-16.79
223;2019-04-18T09:17:49.989000;-16.0748;-16.85
224;2019-04-18T09:17:56.664000;-16.1524;-16.92
225;2019-04-18T09:18:03.346000;-16.1912;-16.96
226;2019-04-18T09:18:10.045000;-16.2397;-17.02
227;2019-04-18T09:18:16.729000;-16.3076;-17.08
228;2019-04-18T09:18:23.438000;-16.3852;-17.16
229;2019-04-18T09:18:30.127000;-16.424;-17.20
230;2019-04-18T09:18:36.821000;-16.4822;-17.26
231;2019-04-18T09:18:43.512000;-16.5307;-17.31
232;2019-04-18T09:18:50.215000;-16.5889;-17.37
233;2019-04-18T09:18:56.903000;-16.6568;-17.44
234;2019-04-18T09:19:03.591000;-16.6956;-17.48
235;2019-04-18T09:19:10.313000;-16.7538;-17.54
236;2019-04-18T09:19:17.001000;-16.8023;-17.60
237;2019-04-18T09:19:23.688000;-16.8508;-17.64
238;2019-04-18T09:19:30.372000;-16.909;-17.70
239;2019-04-18T09:19:37.065000;-16.9478;-17.75
240;2019-04-18T09:19:43.753000;-17.006;-17.80
241;2019-04-18T09:19:50.426000;-17.0545;-17.85
242;2019-04-18T09:19:57.111000;-17.103;-17.91
243;2019-04-18T09:20:03.809000;-17.1709;-17.97
244;2019-04-18T09:20:10.507000;-17.2291;-18.03
245;2019-04-18T09:20:17.209000;-17.2679;-18.08
246;2019-04-18T09:20:23.911000;-17.3164;-18.12
247;2019-04-18T09:20:30.595000;-17.3843;-18.19
248;2019-04-18T09:20:37.282000;-17.4522;-18.26
